unitid,year,fips,ftpt,retention_rate,returning_students,prev_cohort,prev_exclusions,prev_cohort_adj
144892,2020,17,1,0.74,673.0,913.0,0.0,913.0
144892,2020,17,2,0.33,4.0,12.0,0.0,12.0
144892,2020,17,99,0.73,677.0,925.0,0.0,925.0
144944,2020,17,1,0.73,722.0,994.0,0.0,994.0
144944,2020,17,2,0.53,265.0,500.0,3.0,497.0
144944,2020,17,99,0.66,987.0,1494.0,3.0,1491.0
144962,2020,17,1,0.81,424.0,521.0,0.0,521.0
144962,2020,17,2,0.0,0.0,1.0,0.0,1.0
144962,2020,17,99,0.81,424.0,522.0,0.0,522.0
144971,2020,17,1,0.59,63.0,108.0,1.0,107.0
144971,2020,17,2,0.0,0.0,1.0,0.0,1.0
144971,2020,17,99,0.58,63.0,109.0,1.0,108.0
145099,2020,17,1,,,,,
145099,2020,17,2,,,,,
145099,2020,17,99,,0.0,0.0,0.0,0.0
145239,2020,17,1,0.76,16.0,21.0,0.0,21.0
145239,2020,17,2,,,,,
145239,2020,17,99,0.76,16.0,21.0,0.0,21.0
145309,2020,17,1,1.0,10.0,10.0,0.0,10.0
145309,2020,17,2,,,,,
145309,2020,17,99,1.0,10.0,10.0,0.0,10.0
145336,2020,17,1,0.58,134.0,231.0,0.0,231.0
145336,2020,17,2,0.0,0.0,1.0,0.0,1.0
145336,2020,17,99,0.58,134.0,232.0,0.0,232.0
145354,2020,17,1,1.0,2.0,2.0,0.0,2.0
145354,2020,17,2,,,,,
145354,2020,17,99,1.0,2.0,2.0,0.0,2.0
145372,2020,17,1,0.67,152.0,226.0,0.0,226.0
145372,2020,17,2,,0.0,0.0,0.0,0.0
145372,2020,17,99,0.67,152.0,226.0,0.0,226.0
145406,2020,17,1,0.89,42.0,47.0,0.0,47.0
145406,2020,17,2,0.81,55.0,68.0,0.0,68.0
145406,2020,17,99,0.84,97.0,115.0,0.0,115.0
145424,2020,17,1,1.0,2.0,2.0,0.0,2.0
145424,2020,17,2,0.5,1.0,2.0,0.0,2.0
145424,2020,17,99,0.75,3.0,4.0,0.0,4.0
145433,2020,17,1,0.33,1.0,3.0,0.0,3.0
145433,2020,17,2,0.5,1.0,2.0,0.0,2.0
145433,2020,17,99,0.4,2.0,5.0,0.0,5.0
145497,2020,17,1,0.86,25.0,7.0,0.0,29.0
145497,2020,17,2,,0.0,0.0,0.0,0.0
145497,2020,17,99,0.86,25.0,7.0,0.0,29.0
145521,2020,17,1,0.68,149.0,219.0,0.0,219.0
145521,2020,17,2,0.31,18.0,62.0,3.0,59.0
145521,2020,17,99,0.6,167.0,281.0,3.0,278.0
145600,2020,17,1,0.82,3600.0,4381.0,5.0,4376.0
145600,2020,17,2,0.54,14.0,26.0,0.0,26.0
145600,2020,17,99,0.82,3614.0,4407.0,5.0,4402.0
145619,2020,17,1,0.67,230.0,344.0,0.0,344.0
145619,2020,17,2,0.67,2.0,3.0,0.0,3.0
145619,2020,17,99,0.67,232.0,347.0,0.0,347.0
145637,2020,17,1,0.94,7189.0,7660.0,0.0,7660.0
145637,2020,17,2,0.4,2.0,5.0,0.0,5.0
145637,2020,17,99,0.94,7191.0,7665.0,0.0,7665.0
145646,2020,17,1,0.87,354.0,409.0,0.0,409.0
145646,2020,17,2,,,,,
145646,2020,17,99,0.87,354.0,409.0,0.0,409.0
145682,2020,17,1,0.66,725.0,1095.0,0.0,1095.0
145682,2020,17,2,0.47,194.0,423.0,13.0,410.0
145682,2020,17,99,0.61,919.0,1518.0,13.0,1505.0
145691,2020,17,1,0.75,243.0,323.0,1.0,322.0
145691,2020,17,2,,0.0,0.0,0.0,0.0
145691,2020,17,99,0.75,243.0,323.0,1.0,322.0
145707,2020,17,1,0.68,152.0,227.0,4.0,223.0
145707,2020,17,2,0.45,9.0,26.0,6.0,20.0
145707,2020,17,99,0.66,161.0,253.0,10.0,243.0
145725,2020,17,1,0.87,504.0,583.0,2.0,581.0
145725,2020,17,2,,0.0,0.0,0.0,0.0
145725,2020,17,99,0.87,504.0,583.0,2.0,581.0
145813,2020,17,1,0.84,3227.0,3835.0,1.0,3834.0
145813,2020,17,2,0.76,19.0,25.0,0.0,25.0
145813,2020,17,99,0.84,3246.0,3860.0,1.0,3859.0
145831,2020,17,1,0.67,274.0,410.0,0.0,410.0
145831,2020,17,2,0.53,77.0,147.0,1.0,146.0
145831,2020,17,99,0.63,351.0,557.0,1.0,556.0
146205,2020,17,1,0.59,295.0,515.0,11.0,504.0
146205,2020,17,2,0.4,62.0,173.0,17.0,156.0
146205,2020,17,99,0.54,357.0,688.0,28.0,660.0
146278,2020,17,1,0.68,264.0,391.0,0.0,391.0
146278,2020,17,2,0.52,66.0,136.0,8.0,128.0
146278,2020,17,99,0.64,330.0,527.0,8.0,519.0
146296,2020,17,1,0.59,522.0,881.0,2.0,879.0
146296,2020,17,2,0.4,233.0,613.0,34.0,579.0
146296,2020,17,99,0.52,755.0,1494.0,36.0,1458.0
146339,2020,17,1,0.55,85.0,157.0,2.0,155.0
146339,2020,17,2,,0.0,0.0,0.0,0.0
146339,2020,17,99,0.55,85.0,157.0,2.0,155.0
146348,2020,17,1,0.62,166.0,280.0,12.0,268.0
146348,2020,17,2,0.48,68.0,155.0,13.0,142.0
146348,2020,17,99,0.57,234.0,435.0,25.0,410.0
146366,2020,17,1,0.6,144.0,239.0,0.0,239.0
146366,2020,17,2,0.42,25.0,66.0,6.0,60.0
146366,2020,17,99,0.57,169.0,305.0,6.0,299.0
146418,2020,17,1,0.64,246.0,387.0,0.0,387.0
146418,2020,17,2,0.3,39.0,133.0,4.0,129.0
146418,2020,17,99,0.55,285.0,520.0,4.0,516.0
146427,2020,17,1,0.82,262.0,320.0,0.0,320.0
146427,2020,17,2,,0.0,0.0,0.0,0.0
146427,2020,17,99,0.82,262.0,320.0,0.0,320.0
146454,2020,17,1,0.65,11.0,17.0,0.0,17.0
146454,2020,17,2,,,,,
146454,2020,17,99,0.65,11.0,17.0,0.0,17.0
146472,2020,17,1,0.69,921.0,1341.0,4.0,1337.0
146472,2020,17,2,0.48,334.0,706.0,8.0,698.0
146472,2020,17,99,0.62,1255.0,2047.0,12.0,2035.0
146481,2020,17,1,0.84,317.0,377.0,0.0,377.0
146481,2020,17,2,0.5,1.0,2.0,0.0,2.0
146481,2020,17,99,0.84,318.0,379.0,0.0,379.0
146506,2020,17,1,0.65,523.0,802.0,1.0,801.0
146506,2020,17,2,0.37,50.0,144.0,8.0,136.0
146506,2020,17,99,0.61,573.0,946.0,9.0,937.0
146533,2020,17,1,,,,,
146533,2020,17,2,,,,,
146533,2020,17,99,,0.0,0.0,0.0,0.0
146603,2020,17,1,0.62,300.0,501.0,20.0,481.0
146603,2020,17,2,0.48,63.0,145.0,14.0,131.0
146603,2020,17,99,0.59,363.0,646.0,34.0,612.0
146612,2020,17,1,0.8,503.0,633.0,1.0,632.0
146612,2020,17,2,1.0,1.0,1.0,0.0,1.0
146612,2020,17,99,0.8,504.0,634.0,1.0,633.0
146667,2020,17,1,0.6,34.0,57.0,0.0,57.0
146667,2020,17,2,0.67,2.0,3.0,0.0,3.0
146667,2020,17,99,0.6,36.0,60.0,0.0,60.0
146676,2020,17,1,0.53,135.0,256.0,0.0,256.0
146676,2020,17,2,0.0,0.0,2.0,0.0,2.0
146676,2020,17,99,0.52,135.0,258.0,0.0,258.0
146685,2020,17,1,0.65,502.0,771.0,0.0,771.0
146685,2020,17,2,0.57,154.0,271.0,2.0,269.0
146685,2020,17,99,0.63,656.0,1042.0,2.0,1040.0
146700,2020,17,1,0.69,153.0,222.0,0.0,222.0
146700,2020,17,2,,,,,
146700,2020,17,99,0.69,153.0,222.0,0.0,222.0
146719,2020,17,1,0.85,2233.0,2630.0,0.0,2630.0
146719,2020,17,2,,,,,
146719,2020,17,99,0.85,2233.0,2630.0,0.0,2630.0
146755,2020,17,1,,0.0,0.0,0.0,0.0
146755,2020,17,2,,0.0,0.0,0.0,0.0
146755,2020,17,99,,0.0,0.0,0.0,0.0
146807,2020,17,1,1.0,4.0,4.0,0.0,4.0
146807,2020,17,2,1.0,3.0,3.0,0.0,3.0
146807,2020,17,99,1.0,7.0,7.0,0.0,7.0
146816,2020,17,1,0.3,11.0,37.0,0.0,37.0
146816,2020,17,2,0.13,1.0,8.0,0.0,8.0
146816,2020,17,99,0.27,12.0,45.0,0.0,45.0
147004,2020,17,1,0.69,373.0,543.0,0.0,543.0
147004,2020,17,2,0.44,165.0,380.0,2.0,378.0
147004,2020,17,99,0.58,538.0,923.0,2.0,921.0
147013,2020,17,1,0.76,235.0,332.0,22.0,310.0
147013,2020,17,2,,,,,
147013,2020,17,99,0.76,235.0,332.0,22.0,310.0
147129,2020,17,1,0.75,6.0,8.0,0.0,8.0
147129,2020,17,2,,0.0,0.0,0.0,0.0
147129,2020,17,99,0.75,6.0,8.0,0.0,8.0
147244,2020,17,1,0.7,342.0,486.0,0.0,486.0
147244,2020,17,2,0.0,0.0,1.0,0.0,1.0
147244,2020,17,99,0.7,342.0,487.0,0.0,487.0
147341,2020,17,1,0.74,187.0,254.0,0.0,254.0
147341,2020,17,2,,,,,
147341,2020,17,99,0.74,187.0,254.0,0.0,254.0
147369,2020,17,1,0.82,144.0,175.0,0.0,175.0
147369,2020,17,2,0.42,5.0,12.0,0.0,12.0
147369,2020,17,99,0.8,149.0,187.0,0.0,187.0
147378,2020,17,1,0.7,993.0,1416.0,1.0,1415.0
147378,2020,17,2,0.42,163.0,392.0,0.0,392.0
147378,2020,17,99,0.64,1156.0,1808.0,1.0,1807.0
147396,2020,17,1,0.79,27.0,34.0,0.0,34.0
147396,2020,17,2,,,,,
147396,2020,17,99,0.79,27.0,34.0,0.0,34.0
147411,2020,17,1,0.62,209.0,356.0,19.0,337.0
147411,2020,17,2,0.42,105.0,274.0,21.0,253.0
147411,2020,17,99,0.53,314.0,630.0,40.0,590.0
147536,2020,17,1,0.6,394.0,657.0,0.0,657.0
147536,2020,17,2,0.19,4.0,21.0,0.0,21.0
147536,2020,17,99,0.59,398.0,678.0,0.0,678.0
147590,2020,17,1,,,,,
147590,2020,17,2,,,,,
147590,2020,17,99,,0.0,0.0,0.0,0.0
147642,2020,17,1,1.0,4.0,4.0,0.0,4.0
147642,2020,17,2,1.0,3.0,3.0,0.0,3.0
147642,2020,17,99,1.0,7.0,7.0,0.0,7.0
147660,2020,17,1,0.75,420.0,557.0,0.0,557.0
147660,2020,17,2,,,,,
147660,2020,17,99,0.75,420.0,557.0,0.0,557.0
147679,2020,17,1,0.75,277.0,371.0,0.0,371.0
147679,2020,17,2,,0.0,0.0,0.0,0.0
147679,2020,17,99,0.75,277.0,371.0,0.0,371.0
147703,2020,17,1,0.78,1459.0,1877.0,0.0,1877.0
147703,2020,17,2,0.65,13.0,20.0,0.0,20.0
147703,2020,17,99,0.78,1472.0,1897.0,0.0,1897.0
147767,2020,17,1,0.97,1945.0,2006.0,0.0,2006.0
147767,2020,17,2,,,,,
147767,2020,17,99,0.97,1945.0,2006.0,0.0,2006.0
147776,2020,17,1,0.67,289.0,432.0,0.0,432.0
147776,2020,17,2,0.35,7.0,20.0,0.0,20.0
147776,2020,17,99,0.65,296.0,452.0,0.0,452.0
147800,2020,17,1,0.74,352.0,512.0,38.0,474.0
147800,2020,17,2,0.46,129.0,378.0,96.0,282.0
147800,2020,17,99,0.64,481.0,890.0,134.0,756.0
147819,2020,17,1,1.0,21.0,21.0,0.0,21.0
147819,2020,17,2,,,,,
147819,2020,17,99,1.0,21.0,21.0,0.0,21.0
147828,2020,17,1,0.75,523.0,696.0,0.0,696.0
147828,2020,17,2,,0.0,0.0,0.0,0.0
147828,2020,17,99,0.75,523.0,696.0,0.0,696.0
147916,2020,17,1,0.63,480.0,760.0,1.0,759.0
147916,2020,17,2,0.39,84.0,217.0,3.0,214.0
147916,2020,17,99,0.58,564.0,977.0,4.0,973.0
148007,2020,17,1,0.45,140.0,312.0,0.0,312.0
148007,2020,17,2,0.37,73.0,197.0,0.0,197.0
148007,2020,17,99,0.42,213.0,509.0,0.0,509.0
148016,2020,17,1,0.86,57.0,66.0,0.0,66.0
148016,2020,17,2,,,,,
148016,2020,17,99,0.86,57.0,66.0,0.0,66.0
148098,2020,17,1,1.0,5.0,5.0,0.0,5.0
148098,2020,17,2,,,,,
148098,2020,17,99,1.0,5.0,5.0,0.0,5.0
148131,2020,17,1,0.73,156.0,215.0,0.0,215.0
148131,2020,17,2,,0.0,0.0,0.0,0.0
148131,2020,17,99,0.73,156.0,215.0,0.0,215.0
148256,2020,17,1,0.63,279.0,447.0,1.0,446.0
148256,2020,17,2,0.38,24.0,64.0,1.0,63.0
148256,2020,17,99,0.6,303.0,511.0,2.0,509.0
148292,2020,17,1,0.63,139.0,220.0,0.0,220.0
148292,2020,17,2,0.5,85.0,172.0,1.0,171.0
148292,2020,17,99,0.57,224.0,392.0,1.0,391.0
148380,2020,17,1,0.64,435.0,685.0,0.0,685.0
148380,2020,17,2,0.48,118.0,256.0,12.0,244.0
148380,2020,17,99,0.6,553.0,941.0,12.0,929.0
148405,2020,17,1,0.66,112.0,170.0,0.0,170.0
148405,2020,17,2,,,,,
148405,2020,17,99,0.66,112.0,170.0,0.0,170.0
148487,2020,17,1,0.67,241.0,361.0,0.0,361.0
148487,2020,17,2,0.67,2.0,3.0,0.0,3.0
148487,2020,17,99,0.67,243.0,364.0,0.0,364.0
148496,2020,17,1,0.83,346.0,419.0,0.0,419.0
148496,2020,17,2,,0.0,0.0,0.0,0.0
148496,2020,17,99,0.83,346.0,419.0,0.0,419.0
148511,2020,17,1,,,,,
148511,2020,17,2,,,,,
148511,2020,17,99,,0.0,0.0,0.0,0.0
148575,2020,17,1,,,,,
148575,2020,17,2,,,,,
148575,2020,17,99,,0.0,0.0,0.0,0.0
148584,2020,17,1,0.81,190.0,235.0,1.0,234.0
148584,2020,17,2,,,,,
148584,2020,17,99,0.81,190.0,235.0,1.0,234.0
148593,2020,17,1,,,,,
148593,2020,17,2,,,,,
148593,2020,17,99,,0.0,0.0,0.0,0.0
148627,2020,17,1,0.78,518.0,668.0,0.0,668.0
148627,2020,17,2,,0.0,0.0,0.0,0.0
148627,2020,17,99,0.78,518.0,668.0,0.0,668.0
148654,2020,17,1,0.74,273.0,369.0,0.0,369.0
148654,2020,17,2,0.25,1.0,4.0,0.0,4.0
148654,2020,17,99,0.73,274.0,373.0,0.0,373.0
148672,2020,17,1,0.7,191.0,275.0,1.0,274.0
148672,2020,17,2,0.55,59.0,110.0,3.0,107.0
148672,2020,17,99,0.66,250.0,385.0,4.0,381.0
148821,2020,17,1,0.63,150.0,247.0,9.0,238.0
148821,2020,17,2,0.27,6.0,22.0,0.0,22.0
148821,2020,17,99,0.6,156.0,269.0,9.0,260.0
148876,2020,17,1,0.54,13.0,24.0,0.0,24.0
148876,2020,17,2,0.0,0.0,1.0,0.0,1.0
148876,2020,17,99,0.52,13.0,25.0,0.0,25.0
148937,2020,17,1,0.63,154.0,244.0,0.0,244.0
148937,2020,17,2,0.27,8.0,32.0,2.0,30.0
148937,2020,17,99,0.59,162.0,276.0,2.0,274.0
148955,2020,17,1,0.8,12.0,15.0,0.0,15.0
148955,2020,17,2,,,,,
148955,2020,17,99,0.8,12.0,15.0,0.0,15.0
148991,2020,17,1,0.67,90.0,138.0,4.0,134.0
148991,2020,17,2,0.71,22.0,33.0,2.0,31.0
148991,2020,17,99,0.68,112.0,171.0,6.0,165.0
149028,2020,17,1,1.0,1.0,1.0,0.0,1.0
149028,2020,17,2,,0.0,0.0,0.0,0.0
149028,2020,17,99,1.0,1.0,1.0,0.0,1.0
149204,2020,17,1,0.82,9.0,11.0,0.0,11.0
149204,2020,17,2,,,,,
149204,2020,17,99,0.82,9.0,11.0,0.0,11.0
149222,2020,17,1,0.81,748.0,928.0,0.0,928.0
149222,2020,17,2,0.25,3.0,12.0,0.0,12.0
149222,2020,17,99,0.8,751.0,940.0,0.0,940.0
149231,2020,17,1,0.78,1283.0,1645.0,1.0,1644.0
149231,2020,17,2,0.32,7.0,22.0,0.0,22.0
149231,2020,17,99,0.77,1290.0,1667.0,1.0,1666.0
149310,2020,17,1,0.76,29.0,38.0,0.0,38.0
149310,2020,17,2,,,,,
149310,2020,17,99,0.76,29.0,38.0,0.0,38.0
149329,2020,17,1,0.79,15.0,19.0,0.0,19.0
149329,2020,17,2,,,,,
149329,2020,17,99,0.79,15.0,19.0,0.0,19.0
149365,2020,17,1,0.59,119.0,203.0,2.0,201.0
149365,2020,17,2,0.34,59.0,179.0,6.0,173.0
149365,2020,17,99,0.48,178.0,382.0,8.0,374.0
149499,2020,17,1,0.43,3.0,7.0,0.0,7.0
149499,2020,17,2,,,,,
149499,2020,17,99,0.43,3.0,7.0,0.0,7.0
149505,2020,17,1,0.8,128.0,160.0,0.0,160.0
149505,2020,17,2,,,,,
149505,2020,17,99,0.8,128.0,160.0,0.0,160.0
149514,2020,17,1,0.66,67.0,102.0,0.0,102.0
149514,2020,17,2,0.0,0.0,2.0,0.0,2.0
149514,2020,17,99,0.64,67.0,104.0,0.0,104.0
149532,2020,17,1,0.65,535.0,827.0,0.0,827.0
149532,2020,17,2,0.36,126.0,353.0,6.0,347.0
149532,2020,17,99,0.56,661.0,1180.0,6.0,1174.0
149550,2020,17,1,0.77,27.0,35.0,0.0,35.0
149550,2020,17,2,0.71,5.0,7.0,0.0,7.0
149550,2020,17,99,0.76,32.0,42.0,0.0,42.0
149639,2020,17,1,0.6,9.0,15.0,0.0,15.0
149639,2020,17,2,,,,,
149639,2020,17,99,0.6,9.0,15.0,0.0,15.0
149727,2020,17,1,0.68,661.0,968.0,0.0,968.0
149727,2020,17,2,0.41,233.0,565.0,2.0,563.0
149727,2020,17,99,0.58,894.0,1533.0,2.0,1531.0
149763,2020,17,1,,,,,
149763,2020,17,2,,,,,
149763,2020,17,99,,0.0,0.0,0.0,0.0
149772,2020,17,1,0.77,676.0,884.0,6.0,878.0
149772,2020,17,2,0.55,6.0,11.0,0.0,11.0
149772,2020,17,99,0.77,682.0,895.0,6.0,889.0
149781,2020,17,1,0.9,553.0,614.0,0.0,614.0
149781,2020,17,2,,0.0,0.0,0.0,0.0
149781,2020,17,99,0.9,553.0,614.0,0.0,614.0
149842,2020,17,1,0.75,1318.0,1766.0,1.0,1765.0
149842,2020,17,2,0.5,411.0,820.0,3.0,817.0
149842,2020,17,99,0.67,1729.0,2586.0,4.0,2582.0
150048,2020,18,1,0.6,74.0,123.0,0.0,123.0
150048,2020,18,2,,0.0,0.0,0.0,0.0
150048,2020,18,99,0.6,74.0,123.0,0.0,123.0
150066,2020,18,1,0.71,235.0,330.0,0.0,330.0
150066,2020,18,2,,0.0,0.0,0.0,0.0
150066,2020,18,99,0.71,235.0,330.0,0.0,330.0
150136,2020,18,1,0.8,3221.0,4010.0,8.0,4002.0
150136,2020,18,2,0.53,8.0,15.0,0.0,15.0
150136,2020,18,99,0.8,3229.0,4025.0,8.0,4017.0
150145,2020,18,1,0.74,224.0,303.0,0.0,303.0
150145,2020,18,2,0.75,3.0,4.0,0.0,4.0
150145,2020,18,99,0.74,227.0,307.0,0.0,307.0
150163,2020,18,1,0.86,962.0,1116.0,0.0,1116.0
150163,2020,18,2,,0.0,0.0,0.0,0.0
150163,2020,18,99,0.86,962.0,1116.0,0.0,1116.0
150172,2020,18,1,0.65,75.0,115.0,0.0,115.0
150172,2020,18,2,0.0,0.0,2.0,0.0,2.0
150172,2020,18,99,0.64,75.0,117.0,0.0,117.0
150251,2020,18,1,0.67,10.0,15.0,0.0,15.0
150251,2020,18,2,0.64,7.0,11.0,0.0,11.0
150251,2020,18,99,0.65,17.0,26.0,0.0,26.0
150303,2020,18,1,1.0,5.0,5.0,0.0,5.0
150303,2020,18,2,0.67,4.0,6.0,0.0,6.0
150303,2020,18,99,0.82,9.0,11.0,0.0,11.0
150400,2020,18,1,0.89,375.0,423.0,0.0,423.0
150400,2020,18,2,,,,,
150400,2020,18,99,0.89,375.0,423.0,0.0,423.0
150428,2020,18,1,1.0,2.0,2.0,0.0,2.0
150428,2020,18,2,,,,,
150428,2020,18,99,1.0,2.0,2.0,0.0,2.0
150455,2020,18,1,0.83,142.0,172.0,0.0,172.0
150455,2020,18,2,,,,,
150455,2020,18,99,0.83,142.0,172.0,0.0,172.0
150534,2020,18,1,0.87,389.0,445.0,0.0,445.0
150534,2020,18,2,,,,,
150534,2020,18,99,0.87,389.0,445.0,0.0,445.0
150604,2020,18,1,0.79,213.0,270.0,0.0,270.0
150604,2020,18,2,,,,,
150604,2020,18,99,0.79,213.0,270.0,0.0,270.0
150668,2020,18,1,0.76,122.0,160.0,0.0,160.0
150668,2020,18,2,,0.0,0.0,0.0,0.0
150668,2020,18,99,0.76,122.0,160.0,0.0,160.0
150677,2020,18,1,0.76,253.0,331.0,0.0,331.0
150677,2020,18,2,,,,,
150677,2020,18,99,0.76,253.0,331.0,0.0,331.0
150756,2020,18,1,0.84,244.0,289.0,0.0,289.0
150756,2020,18,2,0.0,0.0,1.0,0.0,1.0
150756,2020,18,99,0.84,244.0,290.0,0.0,290.0
150765,2020,18,1,0.94,15.0,16.0,0.0,16.0
150765,2020,18,2,,,,,
150765,2020,18,99,0.94,15.0,16.0,0.0,16.0
150774,2020,18,1,0.68,76.0,112.0,0.0,112.0
150774,2020,18,2,,0.0,0.0,0.0,0.0
150774,2020,18,99,0.68,76.0,112.0,0.0,112.0
150853,2020,18,1,0.72,13.0,18.0,0.0,18.0
150853,2020,18,2,1.0,1.0,1.0,0.0,1.0
150853,2020,18,99,0.74,14.0,19.0,0.0,19.0
150941,2020,18,1,0.77,165.0,215.0,0.0,215.0
150941,2020,18,2,0.65,15.0,23.0,0.0,23.0
150941,2020,18,99,0.76,180.0,238.0,0.0,238.0
150987,2020,18,1,0.51,3297.0,6513.0,0.0,6513.0
150987,2020,18,2,0.38,2374.0,6170.0,0.0,6170.0
150987,2020,18,99,0.45,5671.0,12683.0,0.0,12683.0
151102,2020,18,1,0.65,999.0,1536.0,0.0,1536.0
151102,2020,18,2,0.44,29.0,66.0,0.0,66.0
151102,2020,18,99,0.64,1028.0,1602.0,0.0,1602.0
151111,2020,18,1,0.75,3088.0,4139.0,2.0,4137.0
151111,2020,18,2,0.57,64.0,113.0,0.0,113.0
151111,2020,18,99,0.74,3152.0,4252.0,2.0,4250.0
151263,2020,18,1,0.75,874.0,1158.0,0.0,1158.0
151263,2020,18,2,0.45,5.0,11.0,0.0,11.0
151263,2020,18,99,0.75,879.0,1169.0,0.0,1169.0
151290,2020,18,1,0.7,296.0,423.0,0.0,423.0
151290,2020,18,2,0.5,1.0,2.0,0.0,2.0
151290,2020,18,99,0.7,297.0,425.0,0.0,425.0
151306,2020,18,1,0.75,1159.0,1548.0,1.0,1547.0
151306,2020,18,2,0.71,15.0,21.0,0.0,21.0
151306,2020,18,99,0.75,1174.0,1569.0,1.0,1568.0
151324,2020,18,1,0.69,1292.0,1880.0,0.0,1880.0
151324,2020,18,2,0.17,2.0,12.0,0.0,12.0
151324,2020,18,99,0.68,1294.0,1892.0,0.0,1892.0
151333,2020,18,1,0.7,430.0,614.0,1.0,613.0
151333,2020,18,2,0.27,3.0,11.0,0.0,11.0
151333,2020,18,99,0.69,433.0,625.0,1.0,624.0
151342,2020,18,1,0.67,521.0,776.0,0.0,776.0
151342,2020,18,2,0.39,20.0,51.0,0.0,51.0
151342,2020,18,99,0.65,541.0,827.0,0.0,827.0
151351,2020,18,1,0.91,7542.0,8268.0,3.0,8265.0
151351,2020,18,2,0.74,17.0,23.0,0.0,23.0
151351,2020,18,99,0.91,7559.0,8291.0,3.0,8288.0
151360,2020,18,1,0.7,431.0,614.0,0.0,614.0
151360,2020,18,2,0.53,27.0,51.0,0.0,51.0
151360,2020,18,99,0.69,458.0,665.0,0.0,665.0
151379,2020,18,1,0.64,560.0,879.0,0.0,879.0
151379,2020,18,2,0.46,29.0,63.0,0.0,63.0
151379,2020,18,99,0.63,589.0,942.0,0.0,942.0
151388,2020,18,1,0.67,279.0,417.0,0.0,417.0
151388,2020,18,2,0.47,16.0,34.0,0.0,34.0
151388,2020,18,99,0.65,295.0,451.0,0.0,451.0
151467,2020,18,1,0.71,80.0,113.0,0.0,113.0
151467,2020,18,2,,,,,
151467,2020,18,99,0.71,80.0,113.0,0.0,113.0
151564,2020,18,1,0.53,8.0,15.0,0.0,15.0
151564,2020,18,2,0.79,11.0,14.0,0.0,14.0
151564,2020,18,99,0.66,19.0,29.0,0.0,29.0
151607,2020,18,1,0.67,8.0,12.0,0.0,12.0
151607,2020,18,2,0.0,0.0,1.0,0.0,1.0
151607,2020,18,99,0.62,8.0,13.0,0.0,13.0
151652,2020,18,1,0.64,37.0,58.0,0.0,58.0
151652,2020,18,2,0.29,6.0,21.0,0.0,21.0
151652,2020,18,99,0.54,43.0,79.0,0.0,79.0
151661,2020,18,1,0.64,183.0,287.0,0.0,287.0
151661,2020,18,2,,,,,
151661,2020,18,99,0.64,183.0,287.0,0.0,287.0
151777,2020,18,1,0.71,236.0,331.0,0.0,331.0
151777,2020,18,2,,0.0,0.0,0.0,0.0
151777,2020,18,99,0.71,236.0,331.0,0.0,331.0
151786,2020,18,1,0.84,321.0,384.0,0.0,384.0
151786,2020,18,2,1.0,1.0,1.0,0.0,1.0
151786,2020,18,99,0.84,322.0,385.0,0.0,385.0
151801,2020,18,1,0.81,545.0,670.0,1.0,669.0
151801,2020,18,2,,0.0,0.0,0.0,0.0
151801,2020,18,99,0.81,545.0,670.0,1.0,669.0
151810,2020,18,1,0.2,2.0,10.0,0.0,10.0
151810,2020,18,2,0.36,4.0,11.0,0.0,11.0
151810,2020,18,99,0.29,6.0,21.0,0.0,21.0
151962,2020,18,1,0.9,18.0,20.0,0.0,20.0
151962,2020,18,2,,,,,
151962,2020,18,99,0.9,18.0,20.0,0.0,20.0
152044,2020,26,1,0.67,6.0,9.0,0.0,9.0
152044,2020,26,2,0.86,30.0,35.0,0.0,35.0
152044,2020,26,99,0.82,36.0,44.0,0.0,44.0
152080,2020,18,1,0.97,1983.0,2051.0,4.0,2047.0
152080,2020,18,2,,,,,
152080,2020,18,99,0.97,1983.0,2051.0,4.0,2047.0
152099,2020,18,1,0.85,88.0,103.0,0.0,103.0
152099,2020,18,2,1.0,1.0,1.0,0.0,1.0
152099,2020,18,99,0.86,89.0,104.0,0.0,104.0
152150,2020,18,1,1.0,1.0,1.0,0.0,1.0
152150,2020,18,2,0.75,3.0,4.0,0.0,4.0
152150,2020,18,99,0.8,4.0,5.0,0.0,5.0
152275,2020,18,1,0.74,14.0,19.0,0.0,19.0
152275,2020,18,2,0.63,5.0,8.0,0.0,8.0
152275,2020,18,99,0.7,19.0,27.0,0.0,27.0
152309,2020,18,1,0.63,12.0,19.0,0.0,19.0
152309,2020,18,2,,0.0,0.0,0.0,0.0
152309,2020,18,99,0.63,12.0,19.0,0.0,19.0
152318,2020,18,1,0.9,445.0,496.0,0.0,496.0
152318,2020,18,2,,,,,
152318,2020,18,99,0.9,445.0,496.0,0.0,496.0
152336,2020,18,1,0.73,263.0,361.0,0.0,361.0
152336,2020,18,2,0.0,0.0,2.0,0.0,2.0
152336,2020,18,99,0.72,263.0,363.0,0.0,363.0
152381,2020,18,1,0.69,99.0,143.0,0.0,143.0
152381,2020,18,2,0.0,0.0,3.0,0.0,3.0
152381,2020,18,99,0.68,99.0,146.0,0.0,146.0
152390,2020,18,1,0.85,325.0,381.0,0.0,381.0
152390,2020,18,2,,,,,
152390,2020,18,99,0.85,325.0,381.0,0.0,381.0
152497,2020,18,1,0.78,7.0,9.0,0.0,9.0
152497,2020,18,2,,0.0,0.0,0.0,0.0
152497,2020,18,99,0.78,7.0,9.0,0.0,9.0
